date,open,close,high,low,volume,amount,turnover
2025-01-02,188.49,180.59,188.55,178.35,113828.9,2079401.916,
2025-01-03,180.87,181.22,184.54,179.47,89111.93,1624494.889,
2025-01-06,180.69,181.4,183.52,178.5,54551.17,990217.03,
2025-01-07,181.49,184.02,185.19,180.91,74461.37,1363771.477,
2025-01-08,182.69,182.7,185.66,177.7,85299.0,1558328.772,
2025-01-09,184.39,181.7,185.49,181.69,62703.41,1151693.768,
2025-01-10,182.38,178.8,184.97,178.8,75881.76,1381373.327,
2025-01-13,174.51,178.66,180.84,174.22,60235.0,1075818.246,
2025-01-14,180.29,188.13,188.36,177.77,96357.67,1787405.699,
2025-01-15,189.41,186.07,193.55,185.86,89386.98,1695953.987,
2025-01-16,187.68,187.68,193.33,184.94,91723.85,1733856.437,
2025-01-17,186.8,188.28,193.67,186.54,77616.78,1473007.344,
2025-01-20,189.34,187.86,191.04,186.96,54545.38,1031376.237,
2025-01-21,188.98,186.55,189.68,185.35,75140.52,1408245.23,
2025-01-22,185.89,184.82,186.36,182.35,63939.51,1180217.143,
2025-01-23,187.18,185.51,190.7,185.26,79761.6,1500565.875,
2025-01-24,184.69,185.17,187.18,184.57,56653.73,1054370.493,
2025-01-27,185.69,179.79,186.97,179.71,59067.6,1083170.868,
2025-02-05,185.39,181.63,185.69,178.65,86999.87,1578797.006,
2025-02-06,179.86,192.24,194.97,179.81,141565.53,2685873.642,
2025-02-07,191.68,191.92,194.68,188.18,128592.96,2469630.355,
2025-02-10,191.93,190.84,192.66,188.33,94605.72,1801675.412,
2025-02-11,190.84,187.09,190.91,185.8,69841.09,1311589.078,
2025-02-12,190.67,196.6,197.09,189.35,147508.3,2850632.376,
2025-02-13,196.6,190.28,196.67,190.28,87940.94,1698479.539,
2025-02-14,188.68,190.2,191.08,186.18,78837.99,1488966.184,
2025-02-17,190.18,192.88,195.44,189.2,102125.12,1965451.642,
2025-02-18,193.17,192.17,198.66,192.17,153365.9,2998641.454,
2025-02-19,191.68,200.93,203.06,191.52,178454.97,3548655.325,
2025-02-20,200.66,204.75,206.54,199.96,139800.39,2862007.366,
2025-02-21,207.65,211.0,214.24,204.65,158589.4,3348428.145,
2025-02-24,209.65,217.73,218.98,209.45,137523.98,2973842.557,
2025-02-25,214.63,213.14,220.62,210.64,114600.74,2465388.518,
2025-02-26,214.51,214.48,215.44,208.45,109168.27,2323378.087,
2025-02-27,213.36,210.15,213.47,204.45,120579.5,2524207.897,
2025-02-28,211.83,203.92,213.52,201.16,119826.42,2493661.879,
2025-03-03,204.32,199.64,205.15,198.03,96148.08,1929080.71,
2025-03-04,197.67,200.56,202.54,195.87,81818.96,1632257.607,
2025-03-05,200.85,202.37,203.61,198.82,71946.6,1455054.421,
2025-03-06,207.65,215.53,217.51,206.81,148256.63,3180867.811,
2025-03-07,214.24,214.3,216.91,212.48,75881.13,1629794.358,
2025-03-10,211.93,205.65,214.13,204.46,107824.47,2238925.173,
2025-03-11,202.66,204.35,208.01,202.36,64033.65,1311527.844,
2025-03-12,207.63,200.52,207.9,200.46,73785.79,1503000.969,
2025-03-13,200.77,199.35,201.54,197.07,64052.97,1277705.984,
2025-03-14,199.66,203.96,204.51,198.16,79444.63,1612060.673,
2025-03-17,202.76,199.36,203.36,198.76,56277.91,1131226.481,
2025-03-18,201.36,203.66,204.19,200.14,59695.11,1214981.789,
2025-03-19,202.51,198.26,203.41,198.04,49207.85,986489.23,
2025-03-20,198.26,193.37,200.72,193.17,62244.86,1215854.263,
2025-03-21,192.87,190.92,195.87,190.13,62439.3,1203966.432,
2025-03-24,189.79,190.78,194.5,188.08,60806.09,1163936.297,
2025-03-25,190.88,190.55,192.57,189.17,42028.97,803712.829,
2025-03-26,190.48,188.18,193.06,187.71,40436.01,769058.82,
2025-03-27,188.79,189.37,192.06,186.18,55085.25,1044014.104,
2025-03-28,189.7,184.0,190.34,183.84,86804.95,1614806.269,
2025-03-31,183.95,184.05,186.05,181.44,59133.35,1089448.028,
2025-04-01,184.62,186.14,187.66,183.6,50016.78,931110.429,
2025-04-02,185.69,184.29,187.23,183.72,36103.08,669048.566,
2025-04-03,183.15,186.28,189.3,183.15,57154.51,1069035.938,
2025-04-07,178.2,175.7,187.68,166.38,139135.68,2486137.901,
2025-04-08,175.7,175.84,178.11,172.31,117767.38,2064270.585,
2025-04-09,172.71,186.64,190.34,172.51,147852.12,2731010.098,
2025-04-10,191.56,188.54,191.58,186.33,79967.92,1510598.289,
2025-04-11,189.53,188.56,194.87,186.88,120558.16,2296644.789,
2025-04-14,190.68,189.51,191.44,186.49,71592.73,1356504.057,
2025-04-15,188.66,187.68,189.17,184.37,57889.09,1078859.713,
2025-04-16,190.42,192.39,192.47,187.34,83250.24,1585813.254,
2025-04-17,191.97,191.18,194.17,189.67,60797.34,1167641.241,
2025-04-18,189.69,189.68,191.02,187.94,35296.86,670755.815,
2025-04-21,188.18,189.2,190.67,188.17,37944.43,720708.331,
2025-04-22,189.68,190.23,193.52,187.34,56594.98,1081257.569,
2025-04-23,189.78,187.71,191.18,186.88,53265.89,1003843.583,
2025-04-24,187.71,187.03,189.47,185.99,33422.2,628187.906,
2025-04-25,184.69,187.14,187.64,180.71,72903.67,1346197.994,
2025-04-28,186.68,185.8,189.43,185.73,47235.12,886102.916,
2025-04-29,185.31,187.2,188.03,184.29,37855.45,706023.446,
2025-04-30,186.68,187.94,189.17,186.17,45121.93,849162.464,
2025-05-06,187.86,188.56,189.51,185.32,66684.84,1255547.36,
2025-05-07,192.67,189.01,192.68,187.46,63565.93,1206177.067,
2025-05-08,188.43,189.75,190.48,187.24,38483.22,729491.308,
2025-05-09,188.68,181.39,189.27,181.39,66639.52,1226170.832,
2025-05-12,182.67,183.09,183.94,181.06,44319.72,810127.391,
2025-05-13,183.69,182.64,185.49,182.39,36220.53,666032.553,
2025-05-14,182.74,187.38,187.56,182.09,59628.35,1106609.317,
2025-05-15,186.29,182.4,187.56,182.07,38863.98,715054.888,
2025-05-16,182.4,180.03,183.02,178.92,43442.34,786630.151,
2025-05-19,179.59,178.51,180.21,176.82,38944.35,695548.73,
2025-05-20,178.53,177.9,179.88,177.38,34576.5,618226.991,
2025-05-21,177.63,176.15,178.65,175.99,38078.95,673905.12,
2025-05-22,175.7,175.3,176.87,174.08,35424.37,622060.31,
2025-05-23,174.95,174.23,176.1,173.77,43978.94,769831.619,
2025-05-26,175.7,174.2,177.35,173.44,45611.66,800390.018,
2025-05-27,174.2,172.84,174.9,172.51,40116.0,696416.049,
2025-05-28,173.6,170.64,174.55,170.37,45596.56,784357.421,
2025-05-29,171.21,176.41,176.89,170.77,53555.5,935677.962,
2025-05-30,176.17,174.71,176.7,174.7,41579.99,731944.799,
2025-06-03,174.59,178.6,180.43,174.32,50680.52,904071.425,
2025-06-04,178.5,179.12,180.0,177.59,34343.06,616323.617,
2025-06-05,179.9,179.7,180.89,178.56,43147.65,776688.312,
2025-06-06,179.7,179.71,180.37,178.87,26223.55,471517.134,
2025-06-09,179.7,178.5,180.19,177.0,36740.52,657657.867,
2025-06-10,178.5,171.01,178.99,170.21,67715.01,1176916.298,
2025-06-11,171.27,169.59,174.21,169.51,64759.21,1112780.425,
2025-06-12,169.29,165.7,169.29,165.51,83151.32,1388078.812,
2025-06-13,164.73,171.5,171.98,164.6,90608.2,1537992.945,
2025-06-16,169.91,172.88,173.67,169.8,38020.61,656226.526,
2025-06-17,172.59,170.68,173.89,170.01,42426.84,729549.615,
2025-06-18,170.89,171.56,173.71,170.29,46341.48,798268.922,
2025-06-19,171.26,172.62,175.93,170.72,52644.7,915359.145,
2025-06-20,172.56,171.32,175.0,170.91,37842.2,654213.442,
2025-06-23,170.31,178.33,180.78,170.31,101016.81,1802327.458,
2025-06-24,178.2,178.86,179.36,177.22,51875.13,926890.243,
2025-06-25,179.66,180.5,181.26,177.38,60903.93,1095858.493,
2025-06-26,180.81,178.68,181.69,178.58,51932.69,935533.462,
2025-06-27,180.48,179.49,181.17,177.88,47510.68,856694.173,
2025-06-30,180.26,181.99,184.69,180.24,52894.95,965690.938,
2025-07-01,181.68,182.48,184.08,181.02,40818.81,748006.363,
2025-07-02,181.99,178.48,182.29,178.09,42513.61,764358.917,
2025-07-03,178.7,177.72,179.1,176.4,40554.27,720388.421,
2025-07-04,177.69,180.64,184.99,175.91,79103.33,1432894.568,
2025-07-07,180.19,180.24,183.64,180.04,45056.68,819881.561,
2025-07-08,182.09,184.19,184.89,181.57,58039.88,1068249.674,
2025-07-09,184.19,182.05,185.55,181.64,40066.04,735316.705,
2025-07-10,181.21,180.58,183.44,180.22,41402.8,751416.22,
2025-07-11,180.61,184.37,185.49,180.51,62683.06,1152764.566,
2025-07-14,184.6,179.0,184.6,178.87,63443.13,1145780.022,
2025-07-15,179.0,179.98,180.89,178.0,43760.26,784931.019,
2025-07-16,179.98,178.29,182.0,177.77,46058.19,826922.685,
2025-07-17,178.18,178.18,178.44,174.76,70259.87,1241611.954,
2025-07-18,180.99,182.25,184.48,180.99,77574.58,1416631.672,
2025-07-21,182.0,183.7,184.2,180.88,69542.25,1271729.705,
2025-07-22,183.6,187.5,189.49,182.31,87682.12,1639104.272,
