date,open,close,high,low,volume,amount,turnover
2025-01-02,20.28,19.99,20.81,19.74,36925.66,75532.993,
2025-01-03,20.03,18.74,20.2,18.74,49008.22,95401.328,
2025-01-06,18.72,18.82,19.21,18.19,31558.06,59901.579,
2025-01-07,18.77,19.4,19.4,18.71,31895.03,61484.066,
2025-01-08,19.19,19.56,19.95,18.82,40609.02,79482.371,
2025-01-09,19.46,19.56,19.86,19.34,23678.0,47016.097,
2025-01-10,19.62,19.26,20.11,19.17,38498.48,76391.728,
2025-01-13,18.83,19.23,19.39,18.76,21828.0,42114.518,
2025-01-14,19.39,19.99,19.99,19.21,43987.14,87744.363,
2025-01-15,19.99,19.77,20.16,19.73,30530.0,61363.826,
2025-01-16,20.15,19.96,20.22,19.77,37211.66,75252.862,
2025-01-17,19.75,19.89,20.05,19.66,29622.5,59465.762,
2025-01-20,20.09,19.97,20.28,19.85,28383.0,57340.444,
2025-01-21,20.14,19.86,20.16,19.57,27808.0,55579.854,
2025-01-22,19.93,20.62,20.92,19.62,84955.87,174891.429,
2025-01-23,20.75,21.19,21.81,20.5,92586.39,197605.033,
2025-01-24,20.81,20.95,21.04,20.68,56656.3,119518.044,
2025-01-27,21.14,20.3,21.14,20.24,35588.95,73852.853,
2025-02-05,20.4,20.46,20.5,20.23,26942.95,55415.483,
2025-02-06,20.29,20.84,20.88,20.13,42894.19,89135.034,
2025-02-07,20.83,20.86,21.18,20.61,55135.81,116458.561,
2025-02-10,20.82,21.27,21.27,20.72,47296.05,100548.092,
2025-02-11,21.29,22.12,22.22,21.0,96788.9,211768.792,
2025-02-12,21.85,21.94,22.74,21.85,87114.01,195189.8,
2025-02-13,21.97,21.59,22.43,21.59,70882.77,157314.725,
2025-02-14,21.56,21.62,22.19,21.39,54268.85,119581.073,
2025-02-17,21.61,21.53,21.78,21.32,40239.0,87660.597,
2025-02-18,21.48,20.79,21.58,20.7,40965.0,87483.173,
2025-02-19,20.79,22.87,22.87,20.68,76481.49,170454.491,
2025-02-20,23.55,24.42,25.01,22.98,265588.57,644030.695,
2025-02-21,24.72,24.35,26.57,24.14,276042.43,704408.454,
2025-02-24,24.35,23.77,24.81,23.37,189601.31,459496.618,
2025-02-25,24.64,25.11,26.01,24.61,210597.26,536445.85,
2025-02-26,25.16,24.82,25.72,24.71,140339.85,356939.787,
2025-02-27,24.66,24.16,24.88,23.57,107674.08,262515.102,
2025-02-28,24.37,22.34,24.51,22.33,78996.96,184333.392,
2025-03-03,22.57,22.65,23.01,22.5,53221.96,122350.541,
2025-03-04,22.57,23.43,24.24,22.38,97158.45,231081.193,
2025-03-05,23.49,23.57,23.73,22.93,63201.0,148868.521,
2025-03-06,23.56,23.48,23.77,23.37,59369.15,141314.046,
2025-03-07,23.49,23.05,23.67,22.88,47878.33,112252.94,
