date,open,close,high,low,volume,amount,turnover
2025-01-02,81.2,77.37,81.2,76.84,14537,115316848.0,7.71
2025-01-03,77.48,70.58,77.9,70.58,19203,141366134.0,10.19
2025-01-06,70.59,67.74,71.13,67.44,12084,83574809.0,6.41
2025-01-07,67.63,69.34,69.4,67.62,10953,75274206.0,5.81
2025-01-08,68.79,69.22,69.67,66.95,13500,92814458.0,7.16
2025-01-09,68.99,83.14,83.14,68.7,43859,354173602.0,23.27
2025-01-10,86.49,88.13,91.5,84.1,83519,740257693.0,44.32
2025-01-13,82.63,91.13,92.26,82.63,58717,521411118.0,31.16
2025-01-14,89.3,93.75,95.0,88.1,60912,560740588.0,32.32
2025-01-15,91.6,86.6,91.6,85.61,50983,450978041.0,27.06
2025-01-16,86.2,87.23,89.4,85.66,34002,298759281.0,18.04
2025-01-17,86.6,95.75,103.1,84.91,75533,718465899.0,40.08
2025-01-20,97.4,97.42,105.18,93.95,75103,753828053.0,39.85
2025-01-21,95.8,101.1,104.4,95.72,66157,663548562.0,35.11
2025-01-22,99.1,113.65,118.4,98.8,89586,975337398.0,47.54
2025-01-23,110.71,115.82,118.39,108.48,78132,886539659.0,41.46
2025-01-24,113.61,110.35,119.58,110.0,65787,757856450.0,34.91
2025-01-27,107.12,96.9,108.56,96.6,62286,634958275.0,33.05
2025-02-05,99.6,98.57,100.59,90.94,43291,425939344.0,22.97
2025-02-06,97.82,99.11,100.28,96.9,46027,455489963.0,24.43
2025-02-07,99.6,97.91,101.08,95.7,51059,506423608.0,27.1
2025-02-10,97.16,98.57,98.9,96.25,32010,314578184.0,16.99
2025-02-11,97.75,98.59,102.2,96.56,47797,477813343.0,25.36
2025-02-12,98.6,100.1,101.35,96.86,40786,406599495.0,21.64
2025-02-13,99.5,92.22,99.5,92.22,51275,488497087.0,27.21
2025-02-14,93.61,92.58,94.0,91.61,23436,217948897.0,12.44
2025-02-17,92.28,94.86,94.96,91.6,26160,247107590.0,13.88
2025-02-18,93.91,89.38,96.25,89.2,31324,290649025.0,16.62
2025-02-19,88.8,92.0,92.06,88.71,21048,192356359.0,11.17
2025-02-20,91.5,91.79,92.48,90.1,18661,171123857.0,9.9
2025-02-21,91.79,92.45,92.63,90.4,23596,217708875.0,12.52
2025-02-24,91.5,90.23,92.19,88.98,22875,207598897.0,12.14
2025-02-25,89.32,89.86,91.02,88.24,16131,145410783.0,8.56
2025-02-26,89.6,90.71,91.49,88.77,21708,196071459.0,11.52
2025-02-27,90.1,96.1,96.2,90.09,53803,507919053.0,28.55
2025-02-28,94.79,92.84,96.14,92.63,29554,278169330.0,15.68
2025-03-03,91.97,89.55,92.79,88.66,23352,211002728.0,12.39
2025-03-04,88.66,87.16,89.45,84.6,25501,221398387.0,13.53
2025-03-05,86.81,87.59,88.1,85.37,17630,153019566.0,9.36
2025-03-06,87.49,89.99,90.38,86.72,22607,201029163.0,12.0
2025-03-07,92.0,92.94,99.1,91.95,40220,383356149.0,21.34
2025-03-10,92.08,94.24,95.2,90.88,21480,201810456.0,11.4
2025-03-11,93.3,99.8,101.41,92.6,48406,478452443.0,25.69
2025-03-12,98.6,99.4,99.83,96.45,36010,354515761.0,19.11
2025-03-13,98.41,104.0,107.59,97.91,54458,568218718.0,28.9
2025-03-14,102.1,103.78,106.1,99.6,36305,372621754.0,19.27
2025-03-17,103.75,98.82,106.1,98.62,37270,379735680.0,19.78
2025-03-18,98.83,100.8,101.6,97.6,25807,258370237.0,13.7
2025-03-19,99.62,96.39,100.19,95.4,29114,284448582.0,15.45
2025-03-20,96.45,95.07,97.19,94.9,17743,171131406.0,9.42
2025-03-21,95.07,92.48,95.48,92.42,15911,149374407.0,8.44
2025-03-24,92.49,92.73,94.09,89.11,15880,146123335.0,8.43
2025-03-25,92.6,89.6,93.45,89.29,18499,169583107.0,9.82
2025-03-26,89.5,88.9,90.9,88.73,10710,96533760.0,5.68
2025-03-27,88.1,88.81,89.98,87.05,10625,94472319.0,5.64
2025-03-28,89.1,88.02,89.88,87.38,9535,84610490.0,5.06
2025-03-31,87.05,90.08,90.08,85.88,14302,127589544.0,7.59
2025-04-01,90.02,89.69,90.54,89.15,10155,91412462.0,5.39
2025-04-02,88.71,89.38,90.48,88.71,8025,72315322.0,4.26
2025-04-03,87.9,86.3,89.25,86.16,10244,89910064.0,5.44
