date,open,close,high,low,volume,amount,turnover
2025-01-02,62.26,61.67,63.17,60.7,7643.31,48243.252,
2025-01-03,61.25,61.32,63.7,61.25,7526.29,48013.578,
2025-01-06,60.69,61.61,63.1,60.69,5267.23,33258.924,
2025-01-07,61.58,62.75,62.8,60.79,5828.2,36897.542,
2025-01-08,62.75,62.81,64.21,62.03,5469.69,35131.91,
2025-01-09,62.39,62.73,63.8,62.24,2467.45,15870.345,
2025-01-10,62.41,61.04,63.42,60.69,4089.13,25908.39,
2025-01-13,61.04,61.55,61.94,60.73,3383.18,21222.874,
2025-01-14,61.9,63.58,63.58,61.27,4538.64,29145.062,
2025-01-15,62.98,64.19,64.47,62.82,3764.81,24581.1,
2025-01-16,64.0,64.57,64.92,63.73,2691.77,17722.963,
2025-01-17,64.57,66.66,67.01,64.19,6327.84,42576.542,
2025-01-20,67.1,67.51,68.05,66.42,6330.36,43519.641,
2025-01-21,70.43,68.45,71.41,67.93,14785.09,105265.161,
2025-01-22,69.47,68.09,70.08,66.99,8063.58,56015.169,
2025-01-23,68.77,66.96,68.77,66.9,5284.74,36580.24,
2025-01-24,66.92,66.9,67.42,66.5,5720.64,39086.18,
2025-01-27,67.06,68.39,68.62,66.66,6907.96,47899.588,
2025-02-05,68.49,68.93,69.45,67.1,8540.06,59561.201,
2025-02-06,69.18,69.22,70.16,68.4,6029.18,42579.571,
2025-02-07,69.21,69.27,69.94,68.51,4574.43,32306.428,
2025-02-10,69.25,69.3,69.52,68.3,3864.36,27227.885,
2025-02-11,69.16,69.96,70.25,68.76,4737.14,33751.198,
2025-02-12,69.72,70.16,71.33,69.3,5164.76,37100.997,
2025-02-13,70.0,69.14,70.35,68.86,3330.84,23709.681,
2025-02-14,68.65,69.77,70.12,67.7,6259.54,44243.329,
2025-02-17,69.86,68.61,69.96,68.2,5740.01,40379.422,
2025-02-18,68.35,67.3,68.98,66.55,4187.54,29072.441,
2025-02-19,67.51,66.43,67.83,66.18,5770.17,39503.054,
2025-02-20,67.08,67.69,67.78,66.15,3794.93,26131.287,
2025-02-21,67.79,68.17,68.65,66.55,4896.73,33847.622,
2025-02-24,68.17,66.6,68.44,66.34,4317.73,29668.177,
2025-02-25,66.42,65.74,66.51,65.31,3145.2,21178.511,
2025-02-26,65.84,67.05,67.1,65.46,4400.12,29872.762,
2025-02-27,69.59,77.47,79.84,69.59,24699.5,188530.521,
2025-02-28,76.83,77.89,80.1,75.37,19622.54,156253.481,
2025-03-03,78.28,78.76,80.04,77.59,17269.87,139219.395,
2025-03-04,77.79,79.08,79.33,76.32,11563.24,92248.996,
2025-03-05,80.23,79.34,80.38,77.3,11094.85,89303.706,
2025-03-06,79.94,79.82,82.9,78.28,12982.58,106332.549,
2025-03-07,79.95,78.04,81.37,77.74,10251.64,83233.561,
2025-03-10,78.28,77.3,79.27,76.1,11224.03,88335.52,
2025-03-11,76.68,75.72,76.68,74.56,8420.11,64928.2,
2025-03-12,76.68,74.56,76.75,74.28,6930.39,53160.617,
2025-03-13,74.41,73.7,74.6,72.77,6558.53,49258.508,
2025-03-14,73.05,73.95,74.06,72.64,6641.42,49793.512,
2025-03-17,74.18,73.67,74.51,73.13,6249.96,47150.954,
2025-03-18,73.68,75.43,76.2,73.4,10208.76,78347.686,
2025-03-19,74.85,74.02,75.42,73.48,5839.45,44304.86,
2025-03-20,73.73,73.82,74.84,73.43,3197.61,24192.61,
2025-03-21,73.73,70.56,75.44,70.55,8765.18,64378.39,
2025-03-24,70.56,69.47,70.84,68.6,8782.87,62584.377,
2025-03-25,69.64,70.01,70.69,69.31,4865.91,34850.892,
2025-03-26,69.49,70.43,70.94,69.49,3240.09,23299.517,
2025-03-27,70.45,72.38,72.94,69.94,7012.39,51543.427,
2025-03-28,72.04,72.51,74.12,72.04,5866.88,43797.979,
2025-03-31,72.2,71.68,73.3,70.12,7105.66,51944.279,
2025-04-01,72.11,77.27,78.94,71.78,16509.89,129328.395,
2025-04-02,77.59,76.22,77.59,75.86,4630.8,36206.534,
2025-04-03,75.74,73.53,76.21,72.72,6667.58,50521.208,
2025-04-07,67.51,62.52,69.86,61.2,11310.71,75542.878,
2025-04-08,62.52,63.93,65.26,62.41,7034.21,46028.081,
2025-04-09,62.53,64.84,65.15,60.49,7385.81,47830.242,
2025-04-10,66.44,67.33,68.94,64.14,7167.7,49513.451,
2025-04-11,66.34,67.07,67.98,66.26,4514.21,31009.644,
2025-04-14,67.81,65.91,67.81,65.52,5132.47,34821.386,
2025-04-15,66.22,65.95,66.3,65.02,3219.67,21624.947,
2025-04-16,65.95,64.68,65.95,63.89,3645.02,24085.541,
2025-04-17,64.14,64.59,65.03,64.14,2689.23,17781.334,
2025-04-18,64.79,64.55,65.35,64.19,3295.08,21795.433,
2025-04-21,65.33,65.31,65.44,64.08,5214.22,34641.053,
2025-04-22,65.01,65.6,66.24,64.83,4331.69,29021.14,
2025-04-23,66.13,65.67,66.52,65.46,4414.26,29716.01,
2025-04-24,65.68,64.56,66.42,64.22,8632.81,57375.817,
2025-04-25,64.57,63.92,65.16,62.66,6929.64,44969.854,
2025-04-28,63.41,63.55,64.58,62.62,6711.44,43448.313,
2025-04-29,63.6,59.63,63.6,59.1,19376.34,118516.118,
2025-04-30,59.77,60.53,60.98,59.49,10434.31,64283.133,
2025-05-06,61.53,60.71,61.82,60.39,12402.9,77078.894,
2025-05-07,61.11,61.1,61.99,60.58,8581.26,53707.374,
2025-05-08,61.2,61.97,62.08,60.68,8170.92,51363.667,
2025-05-09,61.64,62.63,63.08,61.35,6964.82,44301.465,
2025-05-12,63.35,63.85,64.98,62.62,12303.41,80342.148,
2025-05-13,64.85,63.35,64.85,63.11,7622.27,49586.542,
2025-05-14,63.11,62.46,63.67,62.13,7080.57,45250.624,
2025-05-15,62.62,61.88,62.62,61.75,4170.94,26436.903,
2025-05-16,62.11,61.6,62.41,61.1,7129.64,44857.277,
2025-05-19,61.64,61.02,61.65,60.28,6908.19,42968.112,
2025-05-20,61.23,61.76,62.17,60.93,6246.32,39395.205,
2025-05-21,61.64,63.03,63.27,61.6,8302.04,53115.55,
2025-05-22,63.03,61.05,63.06,60.92,11928.28,75361.052,
2025-05-23,60.96,61.84,63.08,60.96,14760.05,93536.152,
2025-05-26,62.04,61.38,62.27,61.06,10364.16,65147.184,
2025-05-27,61.63,61.5,61.63,59.98,8487.86,52726.611,
2025-05-28,61.53,61.66,62.19,61.06,11313.33,71168.58,
2025-05-29,60.96,63.12,63.33,60.87,10905.51,69930.889,
2025-05-30,63.16,63.16,63.87,62.52,8013.18,51782.434,
2025-06-03,63.27,65.75,67.5,62.79,24812.36,167084.775,
2025-06-04,65.7,64.4,65.7,63.6,14236.09,93766.333,
2025-06-05,64.5,63.42,64.58,63.12,13491.73,87505.797,
2025-06-06,63.29,63.62,64.38,63.0,6713.26,43571.478,
2025-06-09,64.19,66.56,67.01,63.62,17957.76,121231.581,
2025-06-10,66.99,66.86,67.2,65.46,14454.44,98049.771,
2025-06-11,66.88,66.45,67.23,66.12,6716.22,44646.167,
2025-06-12,66.45,68.5,68.68,66.02,10393.65,70322.452,
2025-06-13,68.02,65.72,68.95,65.33,13117.13,87467.647,
2025-06-16,65.98,65.98,66.1,64.83,6282.28,41265.362,
2025-06-17,65.98,65.18,66.5,65.09,6176.64,40533.607,
2025-06-18,65.47,64.66,65.47,64.4,4403.28,28545.105,
2025-06-19,64.77,63.55,64.78,63.41,5448.64,34834.901,
2025-06-20,63.55,64.15,64.5,63.02,3395.49,21743.428,
2025-06-23,64.05,64.04,64.41,62.65,6292.74,39906.701,
2025-06-24,64.3,65.13,66.44,64.3,6350.79,41438.238,
2025-06-25,65.58,65.52,65.58,64.76,5076.98,33087.474,
2025-06-26,65.52,66.12,66.77,65.0,6236.63,41281.461,
2025-06-27,66.25,66.5,66.56,65.58,5588.81,36949.505,
2025-06-30,66.5,67.2,67.83,65.3,6234.65,41597.617,
2025-07-01,67.43,67.27,68.2,66.72,7295.59,49101.691,
2025-07-02,66.85,66.38,67.71,66.16,4130.77,27499.054,
2025-07-03,66.1,67.06,67.48,66.1,4465.53,29915.009,
2025-07-04,67.29,66.8,67.53,66.61,4181.44,28023.113,
2025-07-07,66.97,66.71,67.21,65.84,5595.41,37138.757,
2025-07-08,66.71,66.52,66.95,66.04,5839.02,38776.351,
2025-07-09,66.68,66.1,67.67,65.98,4695.34,31240.511,
2025-07-10,66.3,66.1,66.39,65.91,4971.75,32893.385,
2025-07-11,65.96,66.9,67.25,65.85,5744.4,38245.407,
2025-07-14,66.65,67.56,67.95,66.5,5702.25,38242.238,
2025-07-15,67.55,67.39,67.99,66.46,5918.61,39772.141,
2025-07-16,67.41,67.72,67.87,67.0,4402.52,29681.569,
2025-07-17,67.99,67.97,68.27,67.24,6676.61,45325.538,
2025-07-18,67.97,68.25,68.47,67.65,5348.15,36375.881,
2025-07-21,68.6,68.3,68.88,68.12,4832.51,33065.953,
2025-07-22,68.16,68.39,69.28,67.9,6481.31,44411.611,
2025-07-23,68.68,70.8,72.93,67.9,20987.06,148684.592,
2025-07-24,71.88,74.08,75.8,70.36,26968.33,196962.414,
2025-07-25,73.87,73.0,75.0,72.67,13481.29,99145.143,
2025-07-28,73.25,72.55,74.22,72.04,10245.87,74439.875,
2025-07-29,72.61,72.69,73.18,71.49,10286.87,74415.39,
2025-07-30,72.21,71.73,73.26,71.05,9485.7,68475.536,
2025-07-31,71.78,71.72,73.59,71.35,9659.8,69937.316,
2025-08-01,71.98,73.02,74.0,71.22,11651.0,85090.292,
2025-08-04,73.02,73.0,73.47,71.1,12091.31,87034.437,
2025-08-05,73.0,73.42,76.28,73.0,11068.54,82283.64,
2025-08-06,73.4,74.69,74.93,72.8,9439.17,69718.626,
2025-08-07,74.65,74.65,76.72,74.11,10576.36,79763.06,
