date,open,close,high,low,volume,amount,turnover
2025-01-02,36.19,34.51,36.34,34.05,71565.96,255914.687,
2025-01-03,34.61,33.96,35.05,33.82,41530.96,145732.337,
2025-01-06,33.96,33.39,33.96,33.11,43995.2,149991.289,
2025-01-07,33.4,33.68,33.78,33.18,29311.3,100212.629,
2025-01-08,33.51,33.13,33.71,32.28,40838.82,137088.291,
2025-01-09,32.84,32.82,33.39,32.71,31204.17,105084.765,
2025-01-10,32.94,32.23,33.19,32.23,23246.0,77475.31,
2025-01-13,31.86,32.11,32.3,31.62,31731.85,103498.44,
2025-01-14,32.16,33.16,33.25,31.86,36346.0,121520.289,
2025-01-15,33.07,32.69,33.19,32.51,35279.89,117667.139,
2025-01-16,32.73,32.74,33.43,32.53,29743.73,99849.84,
2025-01-17,32.54,33.64,33.77,32.54,42154.95,143437.266,
2025-01-20,34.12,33.81,34.46,33.73,31509.0,109440.608,
2025-01-21,33.86,34.07,34.1,33.48,23359.0,80558.516,
2025-01-22,33.92,34.03,34.31,33.65,24933.92,86436.16,
2025-01-23,34.24,33.82,34.76,33.82,27331.97,95619.949,
2025-01-24,32.61,34.34,34.71,32.37,54559.92,188111.694,
2025-01-27,34.66,34.39,34.94,34.15,41522.0,146376.618,
2025-02-05,35.05,36.87,37.82,35.05,111285.1,419183.707,
2025-02-06,36.57,38.73,38.86,36.57,112938.51,440852.56,
2025-02-07,38.56,39.28,39.7,38.44,91726.45,365676.502,
2025-02-10,39.7,39.67,40.69,39.32,93780.31,382611.325,
2025-02-11,39.86,39.21,40.27,39.01,82356.39,331594.01,
2025-02-12,38.93,39.8,39.88,38.56,53149.72,213268.676,
2025-02-13,39.8,38.93,40.0,38.72,43129.26,172402.449,
2025-02-14,38.85,42.82,42.82,38.42,146246.36,615209.761,
2025-02-17,45.1,45.0,47.11,44.15,254795.2,1188210.169,
2025-02-18,44.56,44.34,45.94,44.03,145619.18,666330.231,
2025-02-19,43.73,44.36,45.48,43.46,124136.6,562119.755,
2025-02-20,45.0,44.01,45.67,43.92,121431.51,552880.952,
2025-02-21,44.23,45.74,46.58,44.23,147558.17,685732.57,
2025-02-24,44.9,43.62,46.0,43.39,165231.09,749531.984,
2025-02-25,43.01,42.62,43.36,41.96,104791.12,454172.235,
2025-02-26,42.65,41.74,42.8,41.5,85607.5,365173.796,
2025-02-27,41.98,41.22,42.08,40.64,53542.95,225232.753,
2025-02-28,41.26,38.87,41.27,38.72,74008.88,299981.997,
2025-03-03,39.12,38.76,39.58,38.49,56391.21,224371.502,
2025-03-04,38.97,39.06,39.5,38.64,49909.97,199144.277,
2025-03-05,39.4,39.15,39.4,38.72,45496.6,181339.533,
2025-03-06,39.61,41.75,42.65,39.5,132541.52,559038.642,
2025-03-07,41.71,41.55,42.97,41.31,69354.65,297048.903,
2025-03-10,42.14,42.04,43.41,41.8,82004.12,355433.428,
2025-03-11,41.22,41.18,41.59,40.59,48702.53,204203.905,
2025-03-12,41.36,40.35,41.39,40.29,49827.99,206476.125,
2025-03-13,40.37,39.43,40.54,39.0,45707.75,184003.365,
2025-03-14,39.42,40.32,40.81,39.17,60001.0,245607.096,
2025-03-17,40.48,40.24,40.65,39.9,39253.75,161323.469,
2025-03-18,40.37,40.98,41.52,40.01,61311.81,256628.995,
2025-03-19,40.62,40.49,40.95,40.1,28521.0,117693.856,
2025-03-20,40.39,39.85,40.44,39.75,24614.06,100460.52,
2025-03-21,39.7,39.02,40.12,38.79,42490.86,170039.124,
2025-03-24,39.02,38.99,39.68,38.43,36026.75,143016.508,
2025-03-25,38.95,38.45,39.2,38.16,36308.0,142588.458,
2025-03-26,38.53,38.3,38.53,37.96,32829.3,127884.513,
2025-03-27,38.33,38.35,39.0,37.94,35121.37,138051.289,
2025-03-28,38.35,38.28,39.07,38.17,23313.0,91539.246,
2025-03-31,38.21,37.3,38.45,37.06,56136.21,214815.119,
2025-04-01,37.46,37.16,37.57,37.02,32402.45,123151.607,
2025-04-02,37.17,37.84,38.03,37.06,29569.69,113486.614,
2025-04-03,37.25,36.78,37.79,36.67,32929.86,124688.909,
2025-04-07,34.12,33.11,34.74,33.11,50430.0,172621.877,
2025-04-08,32.89,31.7,33.37,31.18,77655.74,252677.382,
2025-04-09,31.33,31.71,32.2,30.4,62021.99,199133.062,
2025-04-10,33.0,32.65,33.44,32.47,49038.9,164552.357,
2025-04-11,32.55,32.9,33.21,32.21,42057.98,140566.58,
2025-04-14,34.05,32.9,34.31,32.79,48864.0,165832.205,
2025-04-15,32.91,32.6,33.02,32.36,27331.8,90711.869,
2025-04-16,32.44,32.05,32.62,31.49,40798.0,132880.5,
2025-04-17,31.71,31.91,32.45,31.62,24984.99,81722.856,
2025-04-18,31.82,32.26,32.44,31.78,27308.0,89585.314,
2025-04-21,32.27,32.61,32.7,32.07,31971.56,105808.777,
