date,open,close,high,low,volume,amount,turnover
2025-01-02,24.66,24.94,26.05,24.17,406062.27,1022358.15,
2025-01-03,24.77,23.57,24.77,23.12,364583.91,867527.822,
2025-01-06,23.42,23.48,23.85,22.81,217796.7,513537.926,
2025-01-07,23.62,24.27,24.39,23.52,288788.84,693064.196,
2025-01-08,24.27,25.62,26.31,23.79,587968.12,1473067.768,
2025-01-09,25.16,28.18,28.18,24.83,557275.93,1469778.372,
2025-01-10,30.82,31.0,31.0,29.92,332401.47,1026019.923,
2025-01-13,33.7,31.3,34.1,30.45,1219692.25,4013251.06,
2025-01-14,31.89,34.43,34.43,31.3,660773.31,2172046.283,
2025-01-15,37.86,37.86,37.86,37.86,142008.79,539491.393,
2025-01-16,39.37,40.17,41.65,39.17,1350848.03,5517281.7,
2025-01-17,41.56,41.87,43.63,40.21,1042748.16,4379963.904,
2025-01-20,39.78,42.96,44.85,39.53,992184.71,4208358.716,
2025-01-21,42.95,45.75,45.75,41.44,1108325.27,4808293.367,
2025-01-22,44.05,43.71,45.55,43.37,732909.58,3245332.489,
2025-01-23,43.71,43.75,46.64,41.76,916712.8,4080045.091,
2025-01-24,42.24,48.13,48.13,42.01,945741.3,4305097.778,
2025-01-27,47.64,43.32,47.65,43.32,701148.53,3116683.687,
2025-02-05,42.86,41.92,44.11,41.26,895526.98,3847414.404,
2025-02-06,41.86,44.0,45.07,41.36,831450.87,3639653.971,
2025-02-07,43.95,46.35,48.41,43.56,1058338.97,4955455.078,
2025-02-10,44.85,43.97,45.0,42.36,770242.4,3390967.141,
2025-02-11,43.67,42.86,44.29,42.06,579209.12,2503770.912,
2025-02-12,42.43,44.74,44.84,41.91,623404.8,2734853.309,
2025-02-13,44.3,42.76,46.2,42.63,561034.71,2486533.573,
2025-02-14,42.7,39.67,42.85,38.88,646865.8,2610500.664,
2025-02-17,39.64,41.78,41.86,39.64,473655.39,1941293.531,
2025-02-18,41.27,40.68,42.1,40.37,342835.32,1412524.311,
2025-02-19,40.2,43.21,43.51,40.2,509897.31,2180100.859,
