date,open,close,high,low,volume,amount,turnover
2025-01-02,47.21,46.5,48.38,45.93,13901.01,66120.568,
2025-01-03,46.61,44.34,47.02,43.91,14636.1,66943.769,
2025-01-06,44.5,43.53,44.88,42.93,13984.8,61582.013,
2025-01-07,43.78,44.86,44.91,43.64,10597.4,47291.302,
2025-01-08,44.72,47.53,48.33,44.18,28003.84,130623.349,
2025-01-09,47.31,47.11,48.34,46.61,14474.39,69023.597,
2025-01-10,47.31,45.53,48.2,45.5,15287.92,72296.61,
2025-01-13,45.71,45.52,46.41,44.24,8609.15,39279.466,
2025-01-14,45.53,48.66,48.67,45.4,17353.09,83167.98,
2025-01-15,48.9,48.25,49.0,47.85,11139.94,54085.508,
2025-01-16,48.55,48.03,49.34,47.18,14622.92,70836.091,
2025-01-17,48.5,48.69,49.16,47.74,14305.02,70077.989,
2025-01-20,49.09,48.1,49.39,47.71,14850.97,72276.567,
2025-01-21,48.45,49.12,49.32,47.8,14781.9,72431.329,
2025-01-22,49.05,48.59,49.28,48.01,10757.96,52585.246,
2025-01-23,48.87,48.12,49.92,48.04,14203.01,70309.448,
2025-01-24,48.46,49.43,49.44,47.7,11439.12,56342.291,
2025-01-27,49.46,47.82,49.46,47.82,12667.85,61646.389,
2025-02-05,48.23,47.99,48.73,47.82,10924.95,52975.098,
2025-02-06,47.99,49.18,49.18,47.81,29831.98,146383.836,
2025-02-07,49.06,49.8,50.38,48.72,29654.69,147996.248,
2025-02-10,50.33,49.25,50.33,48.6,30754.01,151743.596,
2025-02-11,49.27,49.03,49.27,48.5,15315.15,75398.568,
2025-02-12,48.99,49.64,50.02,48.76,24155.74,120145.1,
2025-02-13,49.69,49.8,50.74,48.79,34137.21,171298.399,
2025-02-14,49.36,49.18,49.96,48.73,20446.1,101406.155,
2025-02-17,49.24,50.84,51.87,49.2,34480.79,176653.389,
2025-02-18,51.67,49.81,52.09,49.35,30887.71,158123.768,
2025-02-19,49.69,50.55,50.92,49.52,16574.79,84133.0,
2025-02-20,50.7,52.99,53.49,50.3,35597.63,186769.053,
2025-02-21,53.23,54.26,54.8,52.23,30308.06,163496.721,
2025-02-24,54.16,52.71,54.16,52.06,28800.78,152180.921,
2025-02-25,52.18,52.39,53.03,51.84,21255.05,112350.152,
2025-02-26,52.48,53.36,53.45,51.84,25696.69,136521.629,
2025-02-27,54.12,52.62,54.14,51.74,26094.23,138422.575,
2025-02-28,52.47,48.86,52.94,48.65,32167.8,162450.659,
2025-03-03,48.86,49.41,50.35,48.66,20084.88,100396.479,
2025-03-04,48.71,50.39,50.54,48.71,10189.0,51386.318,
2025-03-05,50.46,50.6,51.07,49.89,10187.87,51717.767,
2025-03-06,50.83,51.88,52.57,50.71,20120.81,105004.992,
2025-03-07,52.08,50.81,52.08,50.33,18103.02,93174.128,
2025-03-10,51.08,52.57,52.83,50.68,23487.49,123155.986,
2025-03-11,51.74,52.71,52.86,51.43,18594.63,97594.176,
2025-03-12,53.23,53.96,54.86,52.52,33424.91,180457.259,
2025-03-13,53.86,51.79,53.86,51.36,19675.97,103444.989,
2025-03-14,51.83,51.77,52.0,50.74,19233.83,99757.189,
2025-03-17,51.84,52.09,52.51,51.49,17840.01,93111.104,
2025-03-18,52.08,52.23,52.97,51.94,14969.0,78895.653,
2025-03-19,52.52,51.43,52.52,50.78,14574.47,75492.671,
